active_days,avg_session_minutes,avg_time_per_question,avg_topic_mastery,hard_accuracy_percent,hidden_ability,max_streak,original_profile_target_grade,original_profile_target_score,overall_accuracy,overall_accuracy_percent,paper1_accuracy,paper1_accuracy_percent,paper2_accuracy,paper2_accuracy_percent,persona,recent_accuracy,recent_accuracy_percent,score_ratio_percent,strong_topic_count,study_consistency_score,synthetic_student_index,target_grade,target_score,total_questions_attempted,total_sessions,total_study_minutes,user_id,weak_topic_count
24,10.5,97.54,42.35,24.14,0.5827,4,D,48.37,0.3906,39.06,0.4159,41.59,0.2,20.0,Fresh Starter,0.5,50.0,42.91,0,46,2595,D,48.65,128,24,251.93,17357,8
18,14.19,155.8,27.89,8.33,0.5645,2,E,41.73,0.3373,33.73,0.3704,37.04,0.3214,32.14,Fresh Starter,0.35,35.0,46.93,0,27,2596,E,42.14,83,18,255.5,17358,9
38,10.65,102.63,35.59,18.18,0.4871,7,E,43.48,0.3142,31.42,0.3224,32.24,0.2791,27.91,Flexible Learner,0.2,20.0,35.59,1,90,2597,C,52.3,226,44,468.82,17359,14
26,8.91,79.42,49.0,46.15,0.6373,2,B,63.82,0.4865,48.65,0.5,50.0,0.4091,40.91,Flexible Learner,0.55,55.0,56.17,0,54,2598,B,61.42,148,28,249.42,17360,5
19,10.66,109.23,14.94,8.33,0.3688,3,G,25,0.1739,17.39,0.1622,16.22,0.2222,22.22,Fresh Starter,0.2,20.0,21.69,0,28,2599,G,20,92,19,202.52,17361,10
23,10.61,93.07,52.02,27.5,0.713,3,B+,65.43,0.4752,47.52,0.5043,50.43,0.3462,34.62,Deep Focus Learner,0.65,65.0,53.23,3,70,2600,B,63.76,141,25,265.17,17362,5
19,10.34,121.16,29.79,12.5,0.6062,2,C+,55.44,0.266,26.6,0.3704,37.04,0.125,12.5,Deep Focus Learner,0.35,35.0,37.81,1,28,2601,G,38.1,94,22,227.47,17363,7
34,17.36,175.57,56.4,39.22,0.8369,5,A,85.23,0.5245,52.45,0.6133,61.33,0.4895,48.95,Consistent Climber,0.45,45.0,72.75,2,82,2602,A-,77.47,265,50,868.1,17364,5
33,13.59,154.94,42.04,31.48,0.6283,4,C+,59.8,0.3837,38.37,0.4024,40.24,0.3667,36.67,Deep Focus Learner,0.4,40.0,56.38,0,98,2603,B,64.01,172,38,516.3,17365,10
17,10.57,92.72,42.89,24.0,0.658,2,B,60.25,0.4315,43.15,0.448,44.8,0.3333,33.33,Weekend Learner,0.35,35.0,49.2,1,73,2604,C+,57.15,146,26,274.7,17366,8
52,17.33,175.2,70.62,38.2,0.9299,6,A+,95.23,0.6121,61.21,0.7246,72.46,0.5304,53.04,High Achiever,0.5,50.0,77.14,8,66,2605,A,81.32,397,75,1299.93,17367,4
48,17.03,169.61,59.04,46.04,0.8613,6,A,86.76,0.5807,58.07,0.6643,66.43,0.5258,52.58,High Achiever,0.65,65.0,74.82,3,90,2606,A-,79.13,353,66,1124.18,17368,5
27,13.95,144.28,33.46,11.43,0.5397,3,D,48.61,0.3037,30.37,0.3429,34.29,0.2615,26.15,Deep Focus Learner,0.3,30.0,36.48,0,42,2607,E,40.88,135,27,376.68,17369,8
33,10.03,95.44,39.14,25.0,0.4655,4,E,43.9,0.327,32.7,0.3354,33.54,0.2979,29.79,Flexible Learner,0.4,40.0,35.85,0,58,2608,D,46.03,211,40,401.13,17370,11
20,15.33,155.23,38.2,21.43,0.5134,2,C,50.61,0.2984,29.84,0.4857,48.57,0.2247,22.47,Weekend Learner,0.2,20.0,40.7,0,54,2609,D,45.63,124,24,367.85,17371,6
19,8.01,80.14,56.53,56.0,0.8115,4,A-,77.0,0.6413,64.13,0.6706,67.06,0.2857,28.57,Deep Focus Learner,0.85,85.0,68.82,3,28,2610,B+,66.78,92,20,160.12,17372,3
35,11.14,96.93,58.33,39.34,0.6738,4,B+,68.91,0.5231,52.31,0.5328,53.28,0.4595,45.95,Consistent Climber,0.25,25.0,57.12,2,58,2611,B,64.12,281,49,545.73,17373,4
40,13.24,123.21,37.59,15.25,0.5158,4,D,49.22,0.3306,33.06,0.3467,34.67,0.3043,30.43,Flexible Learner,0.4,40.0,42.64,0,78,2612,C,51.24,242,44,582.42,17374,9
23,14.11,138.05,36.44,22.5,0.6038,2,C,54.23,0.349,34.9,0.4096,40.96,0.2727,27.27,Flexible Learner,0.3,30.0,48.26,1,54,2613,C,51.11,149,28,394.97,17375,9
31,15.05,151.24,47.74,29.09,0.6366,2,C+,58.01,0.4425,44.25,0.5484,54.84,0.321,32.1,Flexible Learner,0.55,55.0,51.26,0,58,2614,C+,56.97,174,33,496.63,17376,5
23,9.21,78.11,59.22,51.16,0.7195,3,B,63.73,0.522,52.2,0.5279,52.79,0.375,37.5,Weekend Learner,0.6,60.0,52.42,3,78,2615,B+,67.41,205,36,331.4,17377,5
30,12.73,125.25,35.68,24.07,0.5122,6,D,46.68,0.299,29.9,0.3529,35.29,0.1724,17.24,Flexible Learner,0.25,25.0,30.68,0,94,2616,D,46.01,194,37,471.03,17378,10
24,10.74,97.91,45.07,35.42,0.6659,3,B,60.36,0.4405,44.05,0.4828,48.28,0.3019,30.19,Weekend Learner,0.4,40.0,50.59,0,90,2617,B,62.52,227,42,451.25,17379,6
43,14.59,130.71,51.41,26.53,0.7701,5,A-,75.03,0.4613,46.13,0.5236,52.36,0.3333,33.33,Flexible Learner,0.6,60.0,57.61,1,94,2618,B+,69.83,284,49,714.87,17380,7
20,11.38,110.82,37.93,19.23,0.4908,2,E,44.0,0.3868,38.68,0.45,45.0,0.1923,19.23,Deep Focus Learner,0.35,35.0,41.41,0,46,2619,D,46.89,106,20,227.52,17381,8
16,16.42,159.39,53.07,29.63,0.7238,2,B+,66.46,0.4692,46.92,0.5692,56.92,0.3692,36.92,Weekend Learner,0.8,80.0,57.72,3,36,2620,B,62.36,130,24,394.1,17382,5
32,14.14,129.85,63.05,52.43,0.8366,3,A,85.01,0.6176,61.76,0.6527,65.27,0.5619,56.19,Consistent Climber,0.7,70.0,76.56,4,66,2621,A,81.08,272,48,678.9,17383,4
42,16.49,148.29,65.66,45.52,0.8372,6,A,88.54,0.5925,59.25,0.6831,68.31,0.4706,47.06,High Achiever,0.4,40.0,72.53,4,90,2622,A,80.91,319,54,890.67,17384,2
22,10.09,123.09,42.51,30.77,0.5498,3,C,52.19,0.3533,35.33,0.3506,35.06,0.3562,35.62,Weekend Learner,0.35,35.0,46.54,0,54,2623,C,53.22,150,38,383.38,17385,9
45,11.27,104.67,45.91,32.65,0.6178,4,B,61.46,0.4388,43.88,0.4804,48.04,0.2907,29.07,Consistent Climber,0.6,60.0,48.68,0,98,2624,B,63.27,392,73,822.78,17386,9
56,13.3,132.2,67.27,51.02,0.7983,6,A,84.53,0.6399,63.99,0.6935,69.35,0.57,57.0,High Achiever,0.7,70.0,78.01,6,98,2625,A,85.95,461,89,1183.42,17387,3
40,9.69,88.61,29.53,17.39,0.4637,7,D,45.74,0.2613,26.13,0.2426,24.26,0.3462,34.62,Flexible Learner,0.25,25.0,32.4,0,82,2626,E,42.32,287,54,523.07,17388,15
11,17.01,186.07,40.84,10.53,0.4435,1,G,31.85,0.2963,29.63,0.3333,33.33,0.2889,28.89,Fresh Starter,0.2,20.0,43.94,1,16,2627,E,44.32,54,11,187.1,17389,4
18,10.72,140.8,38.54,14.81,0.4301,2,E,40.17,0.3645,36.45,0.3111,31.11,0.4032,40.32,Weekend Learner,0.65,65.0,52.12,1,75,2628,C+,58.71,107,28,300.05,17390,11
24,11.08,126.6,29.2,16.28,0.4642,2,G,39.53,0.2907,29.07,0.2644,26.44,0.3176,31.76,Weekend Learner,0.5,50.0,39.52,0,54,2629,E,44.02,172,39,431.98,17391,11
37,12.04,109.67,55.81,35.06,0.7204,5,A-,71.21,0.5036,50.36,0.5333,53.33,0.4118,41.18,Consistent Climber,0.5,50.0,58.99,2,70,2630,B+,66.49,278,50,602.22,17392,5
38,12.92,129.1,43.43,34.72,0.6252,3,C+,57.85,0.4327,43.27,0.539,53.9,0.2885,28.85,Flexible Learner,0.35,35.0,51.53,1,54,2631,C,53.95,245,48,620.37,17393,10
28,10.51,91.17,46.65,18.75,0.6149,2,C+,58.17,0.3911,39.11,0.4172,41.72,0.25,25.0,Flexible Learner,0.25,25.0,43.9,2,90,2632,C+,57.64,179,31,325.82,17394,8
20,13.33,152.54,37.37,26.19,0.6364,3,C+,59.08,0.3292,32.92,0.2353,23.53,0.3727,37.27,Weekend Learner,0.3,30.0,49.45,0,54,2633,C,50.54,161,36,479.87,17395,8
28,14.95,151.69,28.5,9.26,0.5278,3,C,50.91,0.2849,28.49,0.3187,31.87,0.2469,24.69,Flexible Learner,0.4,40.0,42.96,0,66,2634,D,45.89,172,33,493.2,17396,12
34,13.66,131.33,50.15,22.97,0.6138,3,B,63.84,0.4392,43.92,0.522,52.2,0.2329,23.29,Consistent Climber,0.7,70.0,46.19,1,66,2635,C+,58.95,255,48,655.92,17397,6
17,11.46,125.24,47.81,22.73,0.6178,2,C+,57.9,0.4737,47.37,0.5581,55.81,0.4038,40.38,Deep Focus Learner,0.6,60.0,57.62,0,37,2636,C+,59.48,95,21,240.75,17398,4
44,12.67,126.11,47.13,25.3,0.6037,5,C+,56.73,0.4167,41.67,0.4775,47.75,0.3061,30.61,Flexible Learner,0.6,60.0,50.93,1,70,2637,C+,58.95,276,54,684.12,17399,8
35,11.53,101.82,59.59,33.33,0.7431,5,A-,71.8,0.5356,53.56,0.5566,55.66,0.4545,45.45,Flexible Learner,0.45,45.0,59.67,2,42,2638,B,64.47,267,46,530.35,17400,4
24,13.74,138.92,34.28,14.29,0.432,2,E,40.14,0.2419,24.19,0.3162,31.62,0.1531,15.31,Weekend Learner,0.2,20.0,29.73,2,30,2639,G,37.03,215,42,577.27,17401,12
20,20.26,206.8,37.11,23.88,0.777,5,A-,71.03,0.3689,36.89,0.5806,58.06,0.2967,29.67,Deep Focus Learner,0.2,20.0,51.91,0,100,2640,C+,57.2,122,23,466.03,17402,5
49,12.62,115.3,77.69,65.44,0.8672,5,A+,90.82,0.7327,73.27,0.7761,77.61,0.6471,64.71,High Achiever,0.65,65.0,83.35,7,94,2641,A+,93.94,404,73,921.1,17403,0
17,9.76,119.2,36.8,35.71,0.59,2,C,52.58,0.3467,34.67,0.3488,34.88,0.3438,34.38,Deep Focus Learner,0.4,40.0,46.76,0,41,2642,D,48.44,75,19,185.45,17404,7
48,10.2,96.74,67.66,45.1,0.849,5,A,89.72,0.6541,65.41,0.6725,67.25,0.5904,59.04,Consistent Climber,0.6,60.0,71.51,2,78,2643,A,82.29,370,72,734.67,17405,2
26,8.6,83.15,31.6,25.0,0.5032,3,D,45.82,0.3315,33.15,0.34,34.0,0.2857,28.57,Flexible Learner,0.35,35.0,35.45,0,90,2644,D,47.18,178,36,309.48,17406,12
10,10.47,85.44,43.3,25.0,0.5281,2,G,39.43,0.4516,45.16,0.4643,46.43,0.3333,33.33,Fresh Starter,0.45,45.0,50.0,1,15,2645,D,49.16,62,10,104.75,17407,3
24,11.7,105.81,29.07,12.0,0.4264,2,G,37.06,0.2678,26.78,0.3056,30.56,0.1525,15.25,Weekend Learner,0.25,25.0,32.1,0,54,2646,E,40.9,239,43,503.25,17408,14
22,15.4,153.57,41.44,33.8,0.6353,2,B,63.08,0.4009,40.09,0.4211,42.11,0.3869,38.69,Weekend Learner,0.35,35.0,57.84,0,78,2647,B,61.56,232,44,677.38,17409,11
52,10.76,90.63,81.71,65.15,0.9221,5,A+,98,0.7774,77.74,0.7798,77.98,0.7647,76.47,High Achiever,0.85,85.0,82.36,10,94,2648,A+,96.24,521,89,957.43,17410,0
20,12.22,114.5,42.54,31.43,0.5932,2,C,52.54,0.3643,36.43,0.3982,39.82,0.2222,22.22,Weekend Learner,0.4,40.0,37.94,1,42,2649,D,47.12,140,26,317.73,17411,8
29,10.31,86.87,32.1,18.92,0.5141,4,D,49.39,0.2903,29.03,0.3069,30.69,0.1786,17.86,Flexible Learner,0.1,10.0,33.65,0,100,2650,D,47.92,217,38,391.87,17412,13
33,11.21,100.28,47.76,35.94,0.7273,5,B+,67.53,0.5,50.0,0.52,52.0,0.4054,40.54,Flexible Learner,0.3,30.0,55.53,0,100,2651,B+,67.18,212,38,426.12,17413,7
28,10.3,90.83,51.16,51.52,0.5666,3,C,54.49,0.4716,47.16,0.5099,50.99,0.24,24.0,Deep Focus Learner,0.4,40.0,52.27,2,54,2652,B,61.51,176,31,319.43,17414,7
25,10.41,100.77,44.06,29.03,0.6739,4,B,62.28,0.4437,44.37,0.5,50.0,0.2778,27.78,Flexible Learner,0.4,40.0,48.75,0,66,2653,C+,56.63,142,28,291.38,17415,7
29,10.92,95.82,33.26,15.15,0.4986,2,E,41.92,0.2984,29.84,0.2877,28.77,0.3333,33.33,Deep Focus Learner,0.35,35.0,37.96,0,54,2654,E,41.94,191,34,371.23,17416,8
26,10.35,101.44,57.82,39.53,0.783,3,A-,73.29,0.5342,53.42,0.5447,54.47,0.5,50.0,Deep Focus Learner,0.65,65.0,62.8,3,42,2655,B,64.29,161,32,331.13,17417,4
12,15.8,127.76,39.96,17.39,0.5974,1,E,44.04,0.3625,36.25,0.4237,42.37,0.1905,19.05,Fresh Starter,0.4,40.0,39.12,0,18,2656,E,42.61,80,12,189.55,17418,6
35,13.78,138.25,48.29,22.92,0.6354,4,B,60.41,0.4433,44.33,0.5155,51.55,0.3774,37.74,Flexible Learner,0.55,55.0,54.73,2,78,2657,B,63.11,203,40,551.32,17419,9
22,16.07,168.55,42.59,31.37,0.7217,2,B+,69.0,0.4009,40.09,0.4906,49.06,0.3113,31.13,Weekend Learner,0.4,40.0,55.0,1,66,2658,C+,57.93,212,42,675.02,17420,8
22,12.64,137.9,50.98,21.57,0.6747,2,B,63.9,0.4678,46.78,0.5294,52.94,0.3768,37.68,Weekend Learner,0.55,55.0,60.42,2,54,2659,B,64.75,171,36,454.98,17421,8
17,17.23,157.93,58.19,31.48,0.6436,2,C+,58.2,0.4557,45.57,0.5309,53.09,0.3766,37.66,Weekend Learner,0.75,75.0,58.1,3,49,2660,B+,65.04,158,27,465.25,17422,5
30,15.59,154.98,57.34,28.21,0.7252,3,B+,68.89,0.4703,47.03,0.5607,56.07,0.3684,36.84,Deep Focus Learner,0.5,50.0,59.64,2,100,2661,A-,75.04,202,38,592.47,17423,6
29,13.71,129.21,36.69,22.41,0.5849,3,C+,58.14,0.4205,42.05,0.4649,46.49,0.358,35.8,Deep Focus Learner,0.4,40.0,51.47,0,70,2662,C+,55.19,195,36,493.68,17424,10
22,10.26,97.48,37.11,27.5,0.4837,2,D,45.16,0.345,34.5,0.3605,36.05,0.2982,29.82,Weekend Learner,0.55,55.0,38.84,0,54,2663,E,44.78,229,45,461.55,17425,10
41,14.39,151.6,75.39,63.48,0.9524,3,A+,97.99,0.7483,74.83,0.7664,76.64,0.738,73.8,High Achiever,0.8,80.0,85.69,6,82,2664,A+,91.7,294,59,848.82,17426,0
47,13.48,136.23,48.67,33.7,0.6385,5,B,61.82,0.466,46.6,0.5307,53.07,0.4128,41.28,Consistent Climber,0.7,70.0,56.17,0,82,2665,B+,66.06,397,77,1038.22,17427,9
16,11.73,111.87,47.14,20.0,0.6478,2,B,61.35,0.4295,42.95,0.4771,47.71,0.3,30.0,Weekend Learner,0.4,40.0,47.7,1,24,2666,D,49.54,149,28,328.35,17428,6
34,12.04,108.05,55.49,43.59,0.7355,4,A-,72.61,0.5354,53.54,0.5396,53.96,0.5192,51.92,Consistent Climber,0.6,60.0,60.29,0,54,2667,B+,65.0,254,45,541.82,17429,4
46,12.33,128.22,52.17,42.22,0.7018,5,A-,71.55,0.5445,54.45,0.5934,59.34,0.4671,46.71,Consistent Climber,0.55,55.0,64.22,1,78,2668,A-,71.31,393,80,986.15,17430,7
18,13.39,126.53,60.98,48.94,0.7593,2,A-,74.75,0.6093,60.93,0.6552,65.52,0.5469,54.69,Weekend Learner,0.55,55.0,73.88,3,39,2669,A-,74.59,151,28,375.03,17431,4
21,14.68,134.26,57.21,39.62,0.759,3,B+,68.98,0.5223,52.23,0.5521,55.21,0.4754,47.54,Weekend Learner,0.65,65.0,65.87,4,66,2670,A-,70.87,157,27,396.27,17432,5
47,10.61,96.88,50.02,30.19,0.7436,5,A-,73.77,0.4667,46.67,0.4985,49.85,0.3194,31.94,Consistent Climber,0.55,55.0,51.72,1,98,2671,B+,66.27,405,75,795.62,17433,8
19,15.57,147.74,38.3,24.39,0.6161,3,C+,58.99,0.3269,32.69,0.4058,40.58,0.1714,17.14,Deep Focus Learner,0.15,15.0,39.47,2,28,2672,E,41.81,104,19,295.88,17434,7
50,14.13,148.06,62.8,38.28,0.7942,5,A-,76.93,0.5582,55.82,0.6024,60.24,0.5236,52.36,Consistent Climber,0.55,55.0,71.71,3,98,2673,A-,79.58,378,76,1073.7,17435,3
21,9.45,92.84,36.6,20.69,0.5123,3,D,45.63,0.3788,37.88,0.4018,40.18,0.25,25.0,Deep Focus Learner,0.45,45.0,37.64,0,46,2674,E,42.61,132,27,255.05,17436,10
33,11.83,110.18,55.12,34.21,0.7132,4,B+,69.98,0.5,50.0,0.5459,54.59,0.3333,33.33,Flexible Learner,0.75,75.0,55.13,1,30,2675,B,60.41,250,45,532.52,17437,5
42,15.16,139.57,58.92,39.26,0.7796,5,A-,73.23,0.5231,52.31,0.5853,58.53,0.4451,44.51,Consistent Climber,0.55,55.0,66.01,3,98,2676,A-,77.82,390,69,1046.2,17438,5
45,16.57,154.34,76.46,62.9,0.934,5,A+,97.12,0.7309,73.09,0.8213,82.13,0.6364,63.64,High Achiever,0.65,65.0,84.89,8,90,2677,A+,93.92,405,71,1176.18,17439,2
41,14.0,144.42,53.59,29.13,0.7044,5,A-,70.66,0.5152,51.52,0.5503,55.03,0.486,48.6,Consistent Climber,0.45,45.0,63.85,3,54,2678,B,63.95,328,65,910.25,17440,8
43,14.2,172.8,39.65,17.33,0.6014,5,B,63.36,0.3718,37.18,0.3968,39.68,0.3645,36.45,Consistent Climber,0.4,40.0,56.36,0,94,2679,B,63.89,277,65,922.95,17441,12
42,9.54,84.45,70.07,53.61,0.8554,5,A,86.53,0.6361,63.61,0.6414,64.14,0.5714,57.14,Consistent Climber,0.7,70.0,66.3,6,66,2680,A-,74.83,371,67,638.85,17442,1
19,10.08,93.32,47.12,18.18,0.5464,2,D,48.33,0.4343,43.43,0.4551,45.51,0.2632,26.32,Weekend Learner,0.5,50.0,44.5,1,64,2681,C+,55.98,175,33,332.73,17443,6
40,9.54,87.95,47.58,28.07,0.6345,5,B+,68.54,0.491,49.1,0.4957,49.57,0.4651,46.51,Consistent Climber,0.6,60.0,53.85,1,94,2682,B,63.59,277,53,505.42,17444,7
34,12.73,122.31,61.89,43.66,0.8053,3,A-,79.66,0.5887,58.87,0.6101,61.01,0.5566,55.66,Consistent Climber,0.65,65.0,70.86,3,66,2683,A-,78.85,265,50,636.58,17445,6
18,13.82,121.29,36.31,26.67,0.622,2,C+,56.15,0.3874,38.74,0.4026,40.26,0.3529,35.29,Deep Focus Learner,0.35,35.0,52.55,0,39,2684,D,46.4,111,19,262.58,17446,8
17,12.65,121.03,17.26,0.0,0.4091,4,G,31.06,0.1209,12.09,0.1029,10.29,0.1739,17.39,Fresh Starter,0.25,25.0,22.98,0,25,2685,G,24.47,91,17,214.98,17447,8
53,13.48,131.59,71.59,55.12,0.8533,5,A,89.21,0.6938,69.38,0.7456,74.56,0.6099,60.99,Consistent Climber,0.85,85.0,80.02,6,74,2686,A,86.73,369,70,943.32,17448,1
25,11.1,110.76,45.14,27.59,0.5224,2,E,44.38,0.4161,41.61,0.4796,47.96,0.2564,25.64,Flexible Learner,0.6,60.0,46.18,0,42,2687,C,52.31,137,28,310.88,17449,7
36,9.09,84.42,70.98,52.83,0.8306,5,A,81.77,0.6694,66.94,0.6763,67.63,0.6341,63.41,Consistent Climber,0.75,75.0,72.48,6,82,2688,A,83.84,248,49,445.6,17450,2
34,13.25,122.76,51.75,26.25,0.6276,4,B+,66.99,0.4741,47.41,0.5667,56.67,0.2889,28.89,Consistent Climber,0.25,25.0,54.7,2,78,2689,B,64.13,270,48,636.18,17451,6
34,11.92,121.25,56.52,36.92,0.7755,4,A-,78.88,0.5873,58.73,0.6336,63.36,0.5372,53.72,Consistent Climber,0.5,50.0,71.4,2,90,2690,A-,79.0,252,51,608.1,17452,5
31,14.83,151.66,39.49,13.11,0.6031,2,C,54.7,0.3089,30.89,0.3814,38.14,0.234,23.4,Deep Focus Learner,0.35,35.0,36.71,0,82,2691,C,50.41,191,37,548.53,17453,9
43,12.23,102.74,70.52,45.56,0.7845,3,A-,75.8,0.6454,64.54,0.705,70.5,0.3462,34.62,Consistent Climber,0.65,65.0,70.25,4,86,2692,A,82.42,313,52,636.18,17454,2
47,18.54,191.37,70.65,55.34,0.931,5,A+,97.93,0.6683,66.83,0.8115,81.15,0.6064,60.64,High Achiever,0.9,90.0,83.81,5,94,2693,A,88.91,404,78,1445.83,17455,2
37,13.85,143.25,29.02,12.7,0.4999,3,D,49.45,0.2934,29.34,0.2857,28.57,0.3017,30.17,Flexible Learner,0.45,45.0,38.13,1,90,2694,D,48.4,242,48,664.65,17456,14
32,12.63,112.6,46.74,32.26,0.5992,5,B,60.55,0.4586,45.86,0.4759,47.59,0.4177,41.77,Consistent Climber,0.75,75.0,53.89,1,42,2695,C+,55.92,266,46,580.8,17457,8
9,16.22,153.78,40.97,36.84,0.5925,1,D,47.6,0.3469,34.69,0.2963,29.63,0.4091,40.91,Fresh Starter,0.4,40.0,50.89,0,13,2696,D,45.41,49,9,145.95,17458,3
56,9.5,83.65,76.96,56.45,0.8366,5,A,87.3,0.6994,69.94,0.7081,70.81,0.6275,62.75,High Achiever,0.75,75.0,72.23,7,98,2697,A,88.33,469,86,816.9,17459,1
45,10.46,90.43,43.23,27.06,0.6279,4,B,63.3,0.3658,36.58,0.3646,36.46,0.375,37.5,Consistent Climber,0.35,35.0,41.1,1,98,2698,C+,59.53,421,74,773.7,17460,11
49,11.45,112.85,55.3,41.28,0.7316,5,A-,74.23,0.4972,49.72,0.498,49.8,0.4953,49.53,Consistent Climber,0.5,50.0,60.82,3,98,2699,A-,74.39,360,70,801.5,17461,7
30,9.1,81.15,69.74,53.49,0.8088,3,A-,79.02,0.6782,67.82,0.6768,67.68,0.7,70.0,Deep Focus Learner,0.75,75.0,69.89,4,54,2700,A-,77.82,174,32,291.08,17462,2
24,17.41,171.2,54.6,29.07,0.7525,2,A-,72.32,0.4852,48.52,0.5882,58.82,0.4276,42.76,Weekend Learner,0.5,50.0,65.16,2,42,2701,B,63.51,237,43,748.53,17463,7
36,9.65,96.4,42.62,29.17,0.6854,4,B,63.41,0.4,40.0,0.4114,41.14,0.3556,35.56,Flexible Learner,0.25,25.0,46.27,1,78,2702,C+,55.24,220,45,434.08,17464,9
35,10.58,91.14,58.16,39.13,0.746,4,A-,73.41,0.5535,55.35,0.5808,58.08,0.4048,40.48,Flexible Learner,0.45,45.0,59.44,2,94,2703,A-,72.54,271,48,507.78,17465,4
30,13.1,117.69,60.89,35.48,0.788,4,A-,75.88,0.5404,54.04,0.5833,58.33,0.4259,42.59,Deep Focus Learner,0.35,35.0,62.88,0,30,2704,B+,67.84,198,34,445.4,17466,3
17,9.58,80.9,38.61,27.78,0.5665,2,E,44.62,0.404,40.4,0.4239,42.39,0.1429,14.29,Fresh Starter,0.35,35.0,42.2,1,37,2705,E,44.12,99,17,162.82,17467,7
8,13.64,115.19,26.25,0.0,0.3005,2,G,25,0.1667,16.67,0.1667,16.67,0.1667,16.67,Fresh Starter,0.1,10.0,21.47,1,12,2706,G,22.69,48,8,109.08,17468,6
22,14.05,124.88,33.14,11.11,0.5225,4,G,36.96,0.3125,31.25,0.4023,40.23,0.122,12.2,Fresh Starter,0.25,25.0,38.44,0,42,2707,G,39.78,128,22,309.17,17469,9
39,11.48,104.9,75.09,52.56,0.8848,4,A+,91.29,0.6898,68.98,0.7569,75.69,0.4286,42.86,High Achiever,0.75,75.0,73.19,7,90,2708,A,85.61,274,50,574.23,17470,0
43,11.63,103.02,70.75,57.43,0.8011,5,A,83.2,0.6799,67.99,0.6782,67.82,0.6848,68.48,High Achiever,0.8,80.0,75.09,6,94,2709,A,88.71,353,62,720.95,17471,1
10,8.26,109.97,11.19,33.33,0.3762,1,G,25,0.1111,11.11,0.1,10.0,0.125,12.5,Fresh Starter,0.2,20.0,24.91,0,27,2710,G,24.47,36,10,82.6,17472,6
45,11.52,117.1,47.5,35.62,0.6519,4,B,64.92,0.4387,43.87,0.4913,49.13,0.3504,35.04,Consistent Climber,0.5,50.0,53.6,1,98,2711,B+,67.26,367,74,852.82,17473,11
24,14.61,135.14,45.38,24.07,0.7,2,B+,65.95,0.4204,42.04,0.4906,49.06,0.2745,27.45,Deep Focus Learner,0.4,40.0,44.76,0,30,2712,D,48.54,157,28,409.12,17474,5
49,14.69,151.24,68.42,52.07,0.8631,6,A+,92.04,0.6408,64.08,0.7097,70.97,0.5855,58.55,High Achiever,0.7,70.0,80.27,5,90,2713,A,86.62,348,68,999.03,17475,2
45,10.32,93.24,46.45,28.38,0.6493,5,B,63.37,0.4251,42.51,0.434,43.4,0.359,35.9,Consistent Climber,0.65,65.0,46.33,0,94,2714,C+,59.95,327,60,619.07,17476,9
35,13.73,134.03,58.06,30.77,0.7415,3,B+,69.61,0.5261,52.61,0.625,62.5,0.2462,24.62,Flexible Learner,0.55,55.0,60.17,2,90,2715,A-,71.7,249,47,645.1,17477,5
49,12.91,126.57,45.37,26.14,0.6659,4,B+,68.68,0.4017,40.17,0.4292,42.92,0.3611,36.11,Consistent Climber,0.45,45.0,52.97,0,54,2716,C+,56.93,356,68,878.15,17478,9
28,9.48,89.62,36.6,28.57,0.5457,4,D,46.28,0.3706,37.06,0.3427,34.27,0.5185,51.85,Deep Focus Learner,0.45,45.0,46.29,0,42,2717,D,49.4,170,34,322.27,17479,10
43,16.32,156.46,43.02,19.71,0.6503,5,B,64.83,0.3687,36.87,0.5047,50.47,0.212,21.2,Consistent Climber,0.55,55.0,42.33,1,74,2718,C+,55.05,396,72,1175.15,17480,11
41,16.98,178.61,35.38,13.68,0.5363,6,D,47.06,0.3309,33.09,0.4141,41.41,0.2841,28.41,Flexible Learner,0.15,15.0,42.97,1,70,2719,C,52.5,275,54,916.98,17481,13
29,13.08,131.41,53.73,30.16,0.7634,4,A-,71.83,0.494,49.4,0.5487,54.87,0.3818,38.18,Deep Focus Learner,0.55,55.0,61.66,1,78,2720,B+,67.53,168,33,431.67,17482,5
42,14.52,132.75,75.37,52.94,0.9073,5,A+,96.61,0.6991,69.91,0.7714,77.14,0.5714,57.14,High Achiever,0.5,50.0,79.81,6,90,2721,A+,90.62,329,58,842.07,17483,0
40,9.91,88.77,36.61,11.76,0.4873,4,E,43.82,0.2684,26.84,0.2735,27.35,0.2449,24.49,Flexible Learner,0.25,25.0,29.33,1,54,2722,E,41.72,272,51,505.2,17484,10
47,9.83,93.84,76.58,63.16,0.8842,4,A+,92.66,0.7254,72.54,0.7539,75.39,0.6125,61.25,High Achiever,0.75,75.0,77.88,8,82,2723,A,88.24,397,78,766.55,17485,1
39,13.93,145.66,72.03,46.51,0.8716,6,A+,92.79,0.6716,67.16,0.75,75.0,0.6042,60.42,High Achiever,1.0,100.0,79.94,5,54,2724,A,84.95,268,53,738.03,17486,2
37,14.31,133.0,59.68,37.8,0.7016,4,B+,69.82,0.5119,51.19,0.5629,56.29,0.4356,43.56,Consistent Climber,0.65,65.0,56.95,4,74,2725,B+,65.21,252,45,643.8,17487,5
